help_cat,help_type,loc,loc_extra,nums,per,text,tid,time
NOT_COVID,OXYGEN,"['kolkata', 'rlb howrah', 'bidhannagar', 'kalimpong', 'jhargram', 'north 24', 'howrah']","['kolkata', 'rlb howrah', 'bidhannagar', 'kalimpong', 'jhargram', 'north 24', 'howrah']",[],['ed'],"DOSSIER FOR DOSES ~ > The state government takes off vaccination drive in 18-44 age group through § three civic bodies — Kolkata, RLB Howrah and Bidhannagar > Other districts to follow fe! | suit from Wednesday « ae ge? &. Roan oot telnet, MR ed pie out of the ot for the phase 3 programme — with Eee Te ers 35,000 Covishield doses and | > Smaller health districts 10,000 Covaxin doses. like Kalimpong and Jhargram > Districts like North 24 got between 6000 and Parganas, Howrah and 3000 doses Hooghly which are seeing > State to get 4.80 more a higher rise in fresh cases lakhs doses on Wednesday, than the rest got between directly purchased from 25,000 to 20,000 doses Serum Institute of India ",xxxx,2021-05-15T12:40:52.159480
NOT_COVID,BLOOD,[],[],[],[], COVID 19 VACCINATION CENTRE KOLKATA MUNICIPAL CORPORATION ,xxxx,2021-05-15T12:40:58.050729
NOT_COVID,BLOOD,[],[],[],[], COVID 19 VACCINATION CENTRE KOLKATA MUNICIPAL CORPORATION ,xxxx,2021-05-15T12:41:00.210781
NOT_COVID,OXYGEN_BED,"['gopalchatterieeroad', 'kolkata', 'naba krishna street', 'raja dinendra street', 'tanather bagan street', 'kolkata', 'kolkata', 'ultadanga main road', 'kalitara bose lane', 'kolkata', 'covishieldosesaranikolkata', 'kolkata', 'ramesh dutta street', 'kolkata']","['gopalchatterieeroad', 'kolkata', 'naba krishna street', 'raja dinendra street', 'tanather bagan street', 'kolkata', 'kolkata', 'ultadanga main road', 'kalitara bose lane', 'kolkata', 'covishieldosesaranikolkata', 'kolkata', 'ramesh dutta street', 'kolkata']",[],[]," a ee am Perna een) WAS i UPHC4 | 26/59, DUMDUMRD, KOL 700002 _|COVISHIELD A OTT MA tet ae orca KE) A Te Scant tse aor a (TET) CO ergs aa oe ETE oe aC SONS) A Ts erok Wl En ea CCN CT) a UPHC1_ | _ 18, GOPALCHATTERIEEROAD,KOLKATA-700 002, |COVISHIELD 7 Tes) EE RE No) D Ure} PST | ECOVISHIELD A UPHG9_ | SA, RAJA NABA KRISHNA ST, KOLKATA- 700005 [COVISHIELD Tm UPHC 10 | 79 RAJA NABA KRISHNA STREET KOLKATA 700005] COVISHIELD. 1 POTN TNO OO ra ONTO) 7 Ws STekr MONT aT OE) Fl UPHC 15 | 82, RAJA DINENDRA STREET, KOLKATA-700006 [COVISHIELD rr TOTS toda MEN SES a Cee ETSY 15_] BOROUGH-2 | UPHC19 |_TANATHER BAGAN STREET, KOLKATA-700005 _| COVISHIELD 16 DETR MMT OSS SIO (NST) 7 SRT MENS Ae ODS) TS sae T) MEE LG Le LETT) 19 UPHC14| _123,ULTADANGAMAINROADKOL700067 _ |COVISHIELD 20 UPHC 29] 40 CANALEASTROAD, KOLKATA7O00 | COVISHIELD. rn Pe nem OL eee eM Tay 22 Tee ESCORTS (ON TET) EER ee eae MU sce) MESS I (SSMS 24 UaeEH) ESOL) [COVISHIELD. 25 Taek 7, ULTADANGA MAIN ROAD KOL-67 EXE 26 UPHC 34] 13 NO, KALITARA BOSE LANE, KOLKATA-700010_[COVISHIELD 27 UPHC35| __94,K:GBOSESARANIKOLKATA.700085 | COVISHIELD Ty IOTSiToe 7 EN a Cr (NZS) 29 UPHC 25 9AGARANSHIGHOSH LANE, KOLKATA-06 | COVISHIELD rN UPHC 26| 171, RAMESH DUTTA STREET, KOLKATA-700006 _| COVISHIELD 31 EOS ob ra MECC PT (NET) 32 Tern Eee COVISHIELD 33_| BOROUGH-4 [ UPHC 22 |21NOMANARSHI DEBENDRA ROAD KOLKATA 700007 | COVISHIELD 7 UPHC 21 | _ 26, JORABAGAN STREET, KOLKATA-700006 _ [COVISHIELD = UPHC 23 | 3A RAJA BROJENDRA NARAYANST,PIN700007_| COVISHIELD ra UaCEr) Eee COVISHIELD a UPHC 38 [5 PHAKIR CHAND MITRA STREET KOLKATA 700009 | COVISHIELD ",xxxx,2021-05-15T12:41:08.420609
NOT_COVID,OXYGEN_BED,"['harshi street', 'kolkata', 'bal mukund macker road', 'baithakkhana road', 'kolkata', 'surya sen street', 'raja woodmount road', 'kol', 'conbanerjee road', 'kolkata', 'collin street', 'radhanath chowdhury road', 'kolkata']","['harshi street', 'kolkata', 'bal mukund macker road', 'baithakkhana road', 'kolkata', 'surya sen street', 'raja woodmount road', 'kol', 'conbanerjee road', 'kolkata', 'collin street', 'radhanath chowdhury road', 'kolkata']",[],[],"Ble hing. Meorougth poe reac etc Neen 38 UPHC 36 | _ 10, HARSHI STREET, KOLKATA-700009 | COVISHIELD Fr UPHC 40 EEN sa eNT evel eT [Ue MN ND WN cel CeO IST TTS) 41 EUTSIE oat) MSTA Ue SM We co) CeO) 42_| BOROUGH-S | prc 41 |25, BAL MUKUND MACKER ROAD, KOL - 07| COVISHIELD Pry UPHC 37 | 92, BAITHAKKHANA ROAD, KOLKATA - 09 | COVISHIELD. 44 Wsrroe 71 MED Nan Wr 2 Woe ole COVISHIELD 45 UPHC 49|__34, SURYA SEN STREET, KOL - 09 eae) ro [EESt<sm0] 28, RAJA WOODMOUNT ROAD, KOL-01 | COVISHIELD. EY KMCHQ|__5SNBANERJEE ROAD, KOL- 13, ‘COVISHIELD Eo Cee Meo ae ‘COVISHIELD rT) UPHC 47 |16, JADUNATH DEY ROAD KOLKATA-700012| COVISHIELD, 50 UPHC 51 | 5, RAIA SUBODH MULLICK SQUARE, KOLKATA- 700013 | COVISHIELD A UPHC55| 6, BECHU LAL ROAD KOLKATA-700014_ | COVISHIELD. 32 UPHC 61| 42JANNAGAR ROAD KOLKATA 700017 _ | COVISHIELD Gem ool ne sod 47, COLLIN STREET,KOLA6 ‘COVISHIELD Ea DOOR) RE Moda oN NNT A DCCL TM ALS) 55 UPHC 54/3, GIRISH CHANDRA BOSE ROAD KOLKATA 700014] COVISHIELD 56 UPHC 60|11, OR SUNDARI MOHAN AVENUE. KOLKATA. 700014) COVISHIELD. Bi THEM Nene eee CoN OY 58 reed ren rer ean) 59 Mere) PEON neers COVISHIELD 60 UPHC59| 6 MAHENDRACHATTERJEELANEKOL-46 | COVISHIELD. Gl [Ure ME Ace a ane A CON Zs TO) mera Birt T Erno oer Over ae) 63 Mera EW ed (COVISHIELD zy UPHC 56] 48, RADHANATH CHOWDHURY ROAD, KOLKATA 700015 | COVISHIELD 6 UPHC 63 EW es Ce La KOT) cs UOTE To) ME TET CON TO) Ca UPHC 69| 36 BALLYGUNGE CIRCULAR ROAD.KOL-700019_[ COVISHIELD 8 UPHC 72 | RAMMOY ROAD, NEAR LADIES PARK, KOLKATA700025 | COVISHIELD. 69 UPHC 85| __ 3A DOVER TERRACE KOLKATA700019 COVISHIELD 70 [UTS Tok ies: 0 sy aad XO STE) 7 UPHC 88 | 1027) TOLLYGUNGE ROAD, KOLKATA. PIN -700026 | COVISHIELD 72_| BOROUGH-8 | UpHc 68| _175/2, RASHBEHARI AVENUE, KOIKATA-700019 | COVISHIELD. EI Cie Liar OR Wl eV e) Za ares) EON Ne COVISHIELD 5 UPHC 84| 7, NAKULESHWAR BHATTACHARYA LANEKOL26_| COVISHIELD. 76 Carer Sc icell S MA C5 ea CLO DZTR LL H) 7 UE ek) Mena eS Ra CTT) ",xxxx,2021-05-15T12:41:17.607258
NOT_COVID,OXYGEN_BED,"['debendra ghosh road', 'kolkata', 'nitya ghosh street', 'ekbalpur road', 'ko', 'kolkata', 'kalighat road', 'kolkata', 'bangur park', 'lake gardens', 'kolkata', 'mina para road', 'samajgarh', 'kolkata', 'sree colony vivekananda park', 'kolkata', 'bose road', 'rathtala bazar', 'ko', 'bidhan colony', 'santoshpur', 'kol', 'covishield oadkolkata', 'gazi pukur', 'briji road', 'garia', 'kol']","['debendra ghosh road', 'kolkata', 'nitya ghosh street', 'ekbalpur road', 'ko', 'kolkata', 'kalighat road', 'kolkata', 'bangur park', 'lake gardens', 'kolkata', 'mina para road', 'samajgarh', 'kolkata', 'sree colony vivekananda park', 'kolkata', 'bose road', 'rathtala bazar', 'ko', 'bidhan colony', 'santoshpur', 'kol', 'covishield oadkolkata', 'gazi pukur', 'briji road', 'garia', 'kol']",[],[]," ae ae ae ion ean 78 UPHC71 | 26, DEBENDRA GHOSH ROAD, KOLKATA - 700025] COVISHIELD. 79 Caza Be Kol ea eR oer ily zs oad ED UPHC 75 |2, NITYA GHOSH STREET, KOLKATA- 700023| COVISHIELD, 81_| sorouc.9 |UPHE7 EET NEE RADU ADA ease COs) cy A dsleRi:) 47, EKBALPUR ROAD, KOL-700023 casey 83 UPHC 79 |49/5 2E KARL MARX SARANI, KOLKATA - 23| COVISHIELD 84 Preterm eRe res LO Ta ON TaD Ey UPHC 73 |33D/E, KALIGHAT ROAD, KOLKATA - 700025] COVISHIELD 86 Caer ENaC MATL ‘COVISHIELD cya Teza BE US eases aA eee ceo Nial ey 88 Pa Dalai 508) 01S ONT) cE Cer) COA eed cena 90 reed a ASTI A (NST 31 | poroucti-io | UPHE 93 [BANGUR PARK, LAKE GARDENS, KOLKATA 700045] COVISHIELD yi UPHC 955 | 348, MINA PARA ROAD, SAMAJGARH, KOLKATA - 700040] COVISHIELD. EE Uta Dee Ole COVISHIELD 94 UPHC 97 | 93, CHANDI GHOSH ROAD KOLKATA-700040 | COVISHIELD 95 We Mean erred Eee) 96 UPHC 99 |2 SREE COLONY VIVEKANANDA PARK, KOLKATA - 92] COVISHIELD 7, UPHC 100] sc Bose ROAD NEAR RATHTALA BAZAR,KOL.700047] COVISHIELD 98 UPHC 91 | 45,NABIN KRISHNA GHOSAL ROAD KOL-700042 [COVISHIELD 99 UPHC 103] _6/1774,BIDHAN COLONY,SANTOSHPUR,KOL-75_| COVISHIELD oy UPHC 104] 47,GARFAMAINROADKOLKATA.700075_ |COVISHIELD 101 UPHC 110 | GAZI PUKUR WATER TANK, BRIJI ROAD, GARIA, KOL-84| COVISHIELD | Frye cc cia IS"" (CRT To CSAC CUSGEE COVISHIELD ey a TERI RU ORADAR MD ROL 0COO_ COVISHIELD 104 (Ua STCRIE) Mana NA Sega Cee) 705 CSIR SOO (NTT) al salon eee ee COVISHIELD 107 COTTER TP Maen Sry ez? aad COTE) Tr Meare EM SND 109 | BOROUGH-12 [UPHC 106] RAMLAL BAZAR MARKET COMPLEX KOLKATA-76 | COVISHIELD nr Urea oe) COVISHIELD i Creare) Maat e eee COVISHIELD nz Car NONADANGA, KOLKATA-700105, Coa) ",xxxx,2021-05-15T12:41:26.313828
NOT_COVID,OXYGEN_BED,[],[],['9830037493'],['firhad hakim']," "" Nv eo ES hy el to your DOOR Sif 2 IP Testing & tracking of COVID is key in curbing its transmission Testing for COVID is the need of the hour : KMC is providing FREE OF COST Covid Testing = at your Housing Complexes HOW TO REACH US? Firhad Hakim Chairman, Board of Administrators at 9830037493 REQUIREMENTS CMM lite Mii mati CoM Teh UCMol im Colteleolel ad Tal lm MLW Vom ceCallia'2 * Minimum 20 people should be available for testing ",xxxx,2021-05-15T12:41:31.971901
NOT_COVID,AMBULANCE,['west bengal'],['west bengal'],"['1800313444', '334090292', '332219720', '22411255', '332286121']",[],Some important Covid Helpline phone numbers of the state government Direct state government Helpline for Covid patients in the state 1800 313 444 222 Ambulance service in West Bengal (033) 4090 2929 Ambulance service (KMC) (033) 2219 7202/2241 1255 Telemedicine (CORE) Py Alt) Control Room (KMC) (033) 2286 1212/1313 WhatsApp number (KMC) eRe belelelots) ,xxxx,2021-05-15T12:41:36.218426
OFFER_HELP,MEDICINE,['kolkata'],['kolkata'],"['7979887009', '9830115923']",[],Oximeter Available ETM Uist mL =1 ae Call Or WhatsApp - 7979887009 Kolkata : 9830115923 COD Available ,xxxx,2021-05-15T12:41:39.988726
NOT_COVID,AMBULANCE,['kolkata'],['kolkata'],[],[],AMBULANCE PROVIDER Contact Details KOLKATA METROPOLITAN AREA As per WB Govt Integrated COVID Management System ,xxxx,2021-05-15T12:41:43.874091
NOT_COVID,AMBULANCE,['kolkata'],['kolkata'],[],[],AMBULANCE PROVIDER Contact Details KOLKATA METROPOLITAN AREA As per WB Govt Integrated COVID Management System ,xxxx,2021-05-15T12:41:45.954055
OFFER_HELP,AMBULANCE,"['banerjee road', 'kolkata', 'kolkata', 'kolkata', 'apollo gleneagles hospital', 'hospital', 'hespital', 'canal circular rd', 'kadapara', 'kankurgachi', 'kolkata', 'west bengal', 'kolkata', 'kolkata']","['banerjee road', 'kolkata', 'kolkata', 'kolkata', 'apollo gleneagles hospital', 'hospital', 'hespital', 'canal circular rd', 'kadapara', 'kankurgachi', 'kolkata', 'west bengal', 'kolkata', 'kolkata']",[],"['somnath roy', 'partha bhattacharya']","Ei KOLKATA MUNICIPAL CORPORATION - Government @ 5,5 N BANERJEE ROAD, KOLKATA 700013 , Kolkata MC (M), KOLKATA METROPOLITAN AREA For Booking Contact & SOMNATH ROY Tap to Call : @Aisleleyscn ists} B Apollo Gleneagles Hospital (Private Hospital (Self Run)) @Hespital) @ 58, Canal Circular Rd, Kadapara, Kankurgachi, Kolkata, West Bengal 700054 , Kolkata MC (M) , KOLKATA METROPOLITAN AREA For Booking Contact & Dr Partha Bhattacharya Tap to Call : Aer Ueleley-aa ",xxxx,2021-05-15T12:41:49.096234
OFFER_HELP,AMBULANCE,"['bi fortis hospital', 'anandapur', 'eastern metropolitan', 'anandapur', 'east kolkata', 'kolkata', 'west bengal', 'kolkata', 'kolkata', 'elgin', 'kolkata', 'west bengal', 'kolkata', 'kolkata']","['bi fortis hospital', 'anandapur', 'eastern metropolitan', 'anandapur', 'east kolkata', 'kolkata', 'west bengal', 'kolkata', 'kolkata', 'elgin', 'kolkata', 'west bengal', 'kolkata', 'kolkata']",[],"['arafat faisal', 'institute of neurosciencesya jagadish chandra bose', 'mohua golder tan']","Bi Fortis Hospital Anandapur (Private Hospital (Self Run)) (Hospital) @ 730, Eastern Metropolitan Bypass, Anandapur, East Kolkata Twp, Kolkata, West Bengal 700107 , Kolkata MC (M), KOLKATA METROPOLITAN AREA For Booking Contact & Dr Arafat Faisal Tap to Call : ARR WAlsehE=tere A Institute of Neurosciences (Private Hospital (Self Run)) @Hespital) @ 185, Acharya Jagadish Chandra Bose Rd, Elgin, Kolkata, West Bengal 700017 , Kolkata MC (M), KOLKATA METROPOLITAN AREA For Booking Contact & Dr Mohua Golder Tan to Call: 922N7AN264 ",xxxx,2021-05-15T12:41:52.616022
OFFER_HELP,AMBULANCE,"['of', 'hospital', 'mukundapur main road', 'eastern metropolitan', 'mukundapur', 'kolkata', 'west bengal', 'ruby general hospital', 'anandapur', 'eastern metropolitan', 'golpark', 'kasba', 'kolkata', 'west bengal']","['of', 'hospital', 'mukundapur main road', 'eastern metropolitan', 'mukundapur', 'kolkata', 'west bengal', 'ruby general hospital', 'anandapur', 'eastern metropolitan', 'golpark', 'kasba', 'kolkata', 'west bengal']",[],[]," Be INGNMINIMIGHGUEL TQYVIS HIMCHIGuUvVilal Hlotittte of Cardiac Sciences (Private Hospital (Self Run)) (Hsp @ No: 1489, Mukundapur Main Road, 124, Eastern Metropolitan Bypass, Mukundapur, Kolkata, West Bengal 700099 ,, KOLKATA METROPOLITAN AREA For Booking Contact & Abhijit CP facility Director Tap to Call : Aetehpxey{eley B Ruby General Hospital (Private Hospital (Self Run)) (espital) @ 576, Anandapur, Eastern Metropolitan Bypass, Golpark, Kasba, Kolkata, West Bengal 700107,, KOLKATA METROPOLITAN AREA For Booking Contact & Dr Deb Tap to Call : @AMeieloetoetsiefere) ",xxxx,2021-05-15T12:41:56.263805
OFFER_HELP,AMBULANCE,"['rrivate hospital', 'run', 'motilal basak lane', 'kadapara', 'phool bagan', 'kankurgachi', 'kolkata', 'west bengal', 'kolkatahul gadia', 'canal st', 'sreebhumi', 'lake town', 'kolkata', 'west bengal', 'kolkata', 'kolkata']","['rrivate hospital', 'run', 'motilal basak lane', 'kadapara', 'phool bagan', 'kankurgachi', 'kolkata', 'west bengal', 'kolkatahul gadia', 'canal st', 'sreebhumi', 'lake town', 'kolkata', 'west bengal', 'kolkata', 'kolkata']",[],['dipankar satpathi'],"Ma VINAMING GlOss NUPSING MOMle (rrivate Hospital (Self Run)) @Hespital) @ 2c, Motilal Basak Lane, Kadapara, Phool Bagan, Kankurgachi, Kolkata, West Bengal 700054, , KOLKATA METROPOLITAN AREA For Booking Contact & RAHUL GADIA Tap to Call : Ae etrer-elatele) fi Dafodil Nursing Home (Private Hospital (Self Run)) (Hospital) @ No. 276, Canal St, Sreebhumi, Lake Town, Kolkata, West Bengal 700048 , Kolkata MC (M) , KOLKATA METROPOLITAN AREA For Booking Contact & MR DIPANKAR SATPATHI Tap to Call : PAiekeiolepssiete! ",xxxx,2021-05-15T12:41:59.660144
OFFER_HELP,AMBULANCE,"['nursing home', 'sura cross lane', 'phool bagan', 'beleghata', 'kolkata', 'west bengal', 'kolkata', 'kolkata', 'so', 'mondal']","['nursing home', 'sura cross lane', 'phool bagan', 'beleghata', 'kolkata', 'west bengal', 'kolkata', 'kolkata', 'so', 'mondal']","['9831906218', '23583875883', '29748918714', '29903005885']",['avinash chandra banerjee']," Bi Divine Nursing Home Pvt Ltd (Private Hospital (Self Run)) (Hespital) @ 11A, Avinash Chandra Banerjee Ln, Sura Cross Lane, Phool Bagan, Beleghata, Kolkata, West Bengal 700010, Kolkata MC (M) , KOLKATA METROPOLITAN AREA For Booking Contact & Kartick Pradhan sEyehenerlibe oF 9831906218 Driver Contact No. @ BISWAJIT SINGHA Tap to Call : 2 3583875883 @ RAJU MONDAL Tap to Call : 2 9748918714 @ SOHAN MONDAL Tap to Call : 2 9903005885 ",xxxx,2021-05-15T12:42:02.720275
OFFER_HELP,AMBULANCE,"['hospital', 'gariahat rd', 'jodhpur park', 'kolkata', 'west bengal', 'kolkata', 'kolkata']","['hospital', 'gariahat rd', 'jodhpur park', 'kolkata', 'west bengal', 'kolkata', 'kolkata']","['23450028708', '8653601369']","['bidhan ghosh', 'biswajit ghosh']","fA Sri Aurobindo Seva Kendra EEDF (Private Hospital (Self Run)) (Hspital) @ 1H, Gariahat Rd S, Jodhpur Park, Kolkata, West Bengal 700068 , Kolkata MC (M) , KOLKATA METROPOLITAN AREA For Booking Contact & Raja Basu Tap to Call : POAiAciiefefessieZ-te) Driver Contact No. @ BIDHAN GHOSH Tap to Call: P@AMSeToste sty) @ BISWAJIT GHOSH Tap to Call: 2 3450028708 @ SAMIR BAR eRe ey 8653601369 ",xxxx,2021-05-15T12:42:05.560458
OFFER_HELP,AMBULANCE,"['ekbalpur nursing home', 'ibrahim rd', 'ekbalpur', 'khidirpur', 'kolkata', 'west bengal', 'kolkata', 'kolkata', 'topsia', 'mirania gardens', 'east topsia', 'topsia', 'kolkata', 'west bengal', 'kolkata', 'kolkata']","['ekbalpur nursing home', 'ibrahim rd', 'ekbalpur', 'khidirpur', 'kolkata', 'west bengal', 'kolkata', 'kolkata', 'topsia', 'mirania gardens', 'east topsia', 'topsia', 'kolkata', 'west bengal', 'kolkata', 'kolkata']",[],['sahidul khan'],"BH Ekbalpur Nursing Home (Private Hospital (Self Run)) (Hospital) @ 9, Ibrahim Rd, Ekbalpur, Khidirpur, Kolkata, West Bengal 700023 , Kolkata MC (M) , KOLKATA METROPOLITAN AREA For Booking Contact & Gautam Purakayastha Tap to Call : Oe es ese Flemming Hospital Zodiac (Private Hospital (Self Run)) (Hespitalp @ 1A, 1H, Topsia Rd, Mirania Gardens, East Topsia, Topsia, Kolkata, West Bengal 700046 , Kolkata MC (M), KOLKATA METROPOLITAN AREA For Booking Contact & Sahidul Khan Tap to Call : Pe ielepyereyer-15 ",xxxx,2021-05-15T12:42:08.823655
NOT_COVID,OXYGEN_BED,[],[],[],[],Available 9/5/2021 ,xxxx,2021-05-15T12:42:13.708829
NOT_COVID,OXYGEN_BED,[],[],[],[],Available 9/5/2021 ,xxxx,2021-05-15T12:42:15.175850
OFFER_HELP,OXYGEN,[],[],['7439645407'],[], Achinta Mondol \ : 7439645407 Oxygen Refilling Available ,xxxx,2021-05-15T12:42:16.810047
OFFER_HELP,OXYGEN,[],[],['9804230307'],[], edelel lM eae Leli tell] \& : 9804230307 Oxygen Refilling Available 9 PHOOL BAGAN ,xxxx,2021-05-15T12:42:18.561105
OFFER_HELP,OXYGEN,[],[],['9163187957'],[], Raju Mondal & : 9163187957 Oxygen Refilling Available NCQQNPE BNAN AREA JEOOURE RUAU AREA YJLUYUUYUIIL TIVibW Fil Lo = | ,xxxx,2021-05-15T12:42:20.708647
OFFER_HELP,OXYGEN,[],[],['9378297049'],[], Dipak Mazumdar \ : 9378297049 Oxygen Refilling Available ,xxxx,2021-05-15T12:42:22.428918
NEED_HELP,BLOOD,[],[],[],[],DONATE BLOOD City's Blood Banks are running out of Blood and Plasma. We need people to donate blood and Plasma for Critically ill Patients. Blood and Plasma Donation is safe and done in a Non-Covid zone. Contact them if you want to Donate Blood Swipe @ ,xxxx,2021-05-15T12:42:26.153918
NEED_HELP,BLOOD,[],[],[],[],DONATE BLOOD City's Blood Banks are running out of Blood and Plasma. We need people to donate blood and Plasma for Critically ill Patients. Blood and Plasma Donation is safe and done in a Non-Covid zone. Contact them if you want to Donate Blood Swipe @ ,xxxx,2021-05-15T12:42:28.740117
NEED_HELP,BLOOD,[],[],"['9674331079', '8777728182', '9051977167']",[],BLOOD DONATION CENTRE L@BLOODMATES For Plasma Donation Kanika - 9674331079 8777728182 For Blood Donation rite Cele WA ee Priyam (WhatsApp): 9051977167 ,xxxx,2021-05-15T12:42:30.891198
NEED_HELP,BLOOD,"['jodhpur park', 'kalighat']","['jodhpur park', 'kalighat']","['9874640023', '3324753636', '3324753637']",[],BLOOD DONATION CENTRE Ashok Blood Bank (Jodhpur Park) 9874640023 USL PASS) Ramakrishna Mission Seva Pratisthan Blood Bank (Kalighat) 03324753636 03324753637 UR YL VAT: ) ,xxxx,2021-05-15T12:42:33.120578
NEED_HELP,BLOOD,['barabazar'],['barabazar'],"['3323232233', '3323232244', '8100100080', '3322745675', '9830042165']",[],BLOOD DONATION CENTRE 03323232233 03323232244 81001 00080 MRS BLOOD BANK MANAGED (BARABAZAR) 03322745675 9830042165 bet MO holo h) ,xxxx,2021-05-15T12:42:35.272835
NEED_HELP,BLOOD,['jadavpur'],['jadavpur'],['9830030428'],[],BLOOD DONATION CENTRE Bless Day Care - Jadavpur bee TNO LUZ) 98300 30428 Blood & Plasma Donation er we Tost ET Lt Peek MCs Th) ,xxxx,2021-05-15T12:42:37.182878
NOT_COVID,BLOOD,[],[],"['7363879762', '7076658652', '7596956610']",[]," RASTA MAT ASA STS TPAD STOTT Olea aia SIGS CHCA? aftr few DIN Ciera Mes AACA STS, fay TalTIsls Afsfaforw SAMI TITAS ATS GA AHA? Poot AS AGIOS AFH AGO SPC SAA MATT | SPDR AIS ""AS AY SOCIO"" Ica OAS lS fs Seis HATA AS feet SITS RTARTA PPT afew - 7363879762 feet - 70766 58652 ails - 7596956610 1 a ABLOODMATES § #OIDH_ OIA WAT a - “eHes0 ",xxxx,2021-05-15T12:42:40.093797
NEED_HELP,BLOOD,[],[],"['8017197476', '7363879762']",[]," ( INTRODUCING PROJECT BLOODRUSH Unique Project in Town Waiting to be vaccinated ? ? Save a life before you save your life. : Donate blood on the Go.. Donate blood before VACCINATION. Donating Money Is Great, NCCIye But Donating Blood Is Even Better. BLOODMATES \Contact: 8017197476 (Nitasha) 7363879762 (Pritam) ",xxxx,2021-05-15T12:42:42.492292
OFFER_HELP,OXYGEN,"['dehradun', 'dehra dun', 'india']","['dehradun', 'dehra dun', 'india']","['+91999755', '+91999995']","['gaurav anand', 'puneet shankar sharma']","COVID-19 @:, RESOURCES Bo F XT») BOs India OXYGEN sae oc. DEHRADUN ONLY 9 DEHRA DUN, INDIA Details Required Y Aadhar Card of patient ¥ Latest RT-PCR report ¥ Doctor Prescribing O2 Y¥ Oximeter reading Y¥ 100% refundable Security deposit Y All depend on current availability of cylinders +91- 999-755-5559 - Gaurav Anand | +91- 999-995-7908 - Puneet Shankar Sharma Verified at 20:33, 14/05/2021 Although we are cross-checking validity on calls, please use careful discretion before using the given information. ",xxxx,2021-05-15T12:42:53.966725
